eon;eoff;vds;ids;rds_on
8.94192774127e-05;1.65157555986e-05;150.999588013;7.93663167953;0.0159298269952
0.00011459143613;2.04099431221e-05;150.999664307;9.98945999146;0.0159326654849
0.000146802044894;2.5546423903e-05;150.999740601;12.5725498199;0.0159360859055
0.000187323046747;3.19546504981e-05;150.999786377;15.8224592209;0.0159405782539
0.000243788350848;4.07722464111e-05;150.999832153;19.9106693268;0.0159462261086
0.000312205887711;5.10386025996e-05;150.999862671;25.0523796082;0.0159534422808
0.000407548386615;6.54034367692e-05;150.999893188;31.5174160004;0.0159627190027
0.000532875663895;8.34953996668e-05;150.999923706;39.6437492371;0.0159746790555
0.000697715129706;0.000106302336316;150.999938965;49.8541297913;0.0159902203675
0.000923915186949;0.000137376814127;150.999954224;62.6764259338;0.0160106123823
0.00122157686888;0.000175412174793;150.999954224;78.7682876587;0.0160377218825
0.00164177898445;0.000230052912695;150.999969482;98.9466781616;0.0160744273777
0.00220157864741;0.000293775813167;150.999969482;124.222465515;0.0161254627555
0.00302165935061;0.000389131880861;150.999984741;155.839599609;0.0161994177839
0.00414253206057;0.000510168088953;150.999984741;195.315750122;0.0163143872607
0.00575241191537;0.000675231365578;150.999984741;244.469894409;0.016521120515
0.00808984825478;0.000907163524662;150.999984741;305.21105957;0.0172356997406
0.0120080912346;0.00129044157406;150.999984741;376.876586914;0.0213668075375
0.0176463248193;0.00180276849521;151.0;462.279083252;0.0246425100547
1.26001319299e-06;2.37889748248e-07;175.957138062;0.0999990942902;0.0159595966959
1.58969936759e-06;3.86007063892e-07;175.965957642;0.125891104341;0.0159252795013
2.00255199569e-06;8.72863835304e-07;175.972961426;0.1584870915;0.0155672028772
2.53759070663e-06;1.93147982098e-06;175.978515625;0.199522630119;0.0159166415267
3.18927820514e-06;3.57401293926e-06;175.982940674;0.251182934548;0.0159452884632
4.01954223612e-06;4.5809071158e-06;175.986450195;0.316218684993;0.0159781763904
5.06612699061e-06;6.29128505398e-06;175.989227295;0.398092735476;0.0160332011612
6.36457654231e-06;7.05429695511e-06;175.991446171;0.501164430093;0.0159668167021
8.11336121255e-06;7.36269220987e-06;175.993209839;0.630921466045;0.0158707615989
1.02324204896e-05;7.44256867344e-06;175.994598389;0.794271866032;0.0157284987464
1.29976701088e-05;7.47917736124e-06;175.99571228;0.999909580607;0.015913845006
1.62841129618e-05;7.49200660603e-06;175.99659729;1.25878194052;0.0159380597425
2.05207536648e-05;7.50010698133e-06;175.997288057;1.58466482991;0.015999585047
2.62368621952e-05;7.88469847773e-06;175.997857865;1.994901616;0.0159493366201
3.31506369361e-05;8.59626399153e-06;175.998294952;2.51131572428;0.0159217295665
4.19988042739e-05;9.74610147651e-06;175.998653262;3.16137305923;0.015924927662
5.33370704197e-05;1.13224847633e-05;175.998917737;3.97963792946;0.0159278418192
6.72791972428e-05;1.35168706364e-05;175.999138754;5.00960047817;0.0159259660407
8.62891472453e-05;1.66168268488e-05;175.999326508;6.30597257614;0.0159277079884
0.000108807296505;2.01919840488e-05;175.999465942;7.93757581711;0.0159298314629
0.000140492055106;2.5276029926e-05;175.999572754;9.99095535278;0.0159326582978
0.000179098050525;3.14486429119e-05;175.999664307;12.5749197006;0.015936128107
0.000230837929182;3.98015850096e-05;175.999725342;15.8262138367;0.0159405905441
0.000294643776356;4.94576381034e-05;175.999786377;19.9166183472;0.0159462472817
0.000382974656728;6.32656460918e-05;175.999832153;25.0618019104;0.0159534560586
0.00049549130869;8.01855637574e-05;175.999862671;31.5323390961;0.0159627309177
0.000642546537689;0.000101571264149;175.999893188;39.6673812866;0.0159747140028
0.000839483209344;0.000129691866785;175.999908447;49.891544342;0.0159902829605
0.00110290115867;0.000165595204616;175.999938965;62.7356441431;0.0160107086515
0.00145645533576;0.0002125395464;175.999938965;78.8619995117;0.0160378856492
0.00193848355059;0.000273832127137;175.999954224;99.0949325562;0.0160747078624
0.00261148535536;0.000355668691228;175.999969482;124.456947327;0.0161259661955
0.00352979555079;0.000462806777162;175.999969482;156.21043396;0.0162003669484
0.00481965127642;0.00060091825769;175.999984741;195.902542114;0.0163163513582
0.00663482136403;0.000790518510027;175.999984741;245.400558472;0.0165261812368
0.00927076059251;0.0010533283506;175.999984741;306.687561035;0.0173130517915
0.0136311311427;0.00147320176901;175.999984741;379.64730835;0.0214961523584
0.0199210856771;0.00205277298688;175.999984741;467.101409912;0.0247918435992
1.52624204607e-06;2.31589902087e-07;200.946029663;0.0999992131394;0.0158281525611
1.92332994785e-06;3.5063603295e-07;200.957122803;0.125891283154;0.0159299685672
2.42643869764e-06;9.43544555158e-07;200.965942383;0.158487316439;0.0160139736815
3.04380788936e-06;2.06723045347e-06;200.972946167;0.199523076415;0.015921251381
3.842898981e-06;3.39650927022e-06;200.978515625;0.251183654004;0.0159008458625
4.8437563605e-06;6.00305025649e-06;200.982925415;0.316219855713;0.015887050678
6.12459773294e-06;7.25229330759e-06;200.986434937;0.398094624281;0.0159211563378
7.74559808963e-06;8.72421787809e-06;200.989227295;0.501167322057;0.0159461982682
9.7683494718e-06;8.86356599192e-06;200.991439819;0.630925731393;0.0159510150474
1.23229390147e-05;8.98707995075e-06;200.993209839;0.794278115768;0.0159609329524
1.56275124165e-05;9.03794568239e-06;200.994598389;0.99992080007;0.0159235940267
1.97380161118e-05;9.06362489626e-06;200.99571228;1.25879968663;0.0159490840841
2.49076397418e-05;9.10905747671e-06;200.99659729;1.58469485291;0.0158751576515
