eon;eoff;vds;ids
0.000325555960161;5.31145106047e-05;150.99987793;25.9287638006
0.000713555935926;0.000108904003435;150.999938965;50.726020813
0.00115774227248;0.000167315341183;150.999954224;75.3916625977
0.0016544135091;0.000229643771426;150.999969482;99.9254989624
0.002223398476;0.000297861163425;150.999969482;124.327072144
0.00283009904649;0.00036731126971;150.999984741;148.595535278
0.00348898668011;0.000440408443864;150.999984741;172.72946167
0.0041950682501;0.000514546092208;150.999984741;196.726547241
0.00493978118775;0.00058768821802;150.999984741;220.582901001
0.00574684031012;0.000674597676803;150.999984741;244.291595459
0.00660077311265;0.000758002923664;150.999984741;267.838378906
0.00750025743744;0.000839477805438;150.999984741;291.182891846
0.00851637215452;0.000944433821912;150.999984741;313.926483154
0.00967068061049;0.00104739285857;150.999984741;335.995788574
0.0108992182249;0.00117421924836;150.999984741;357.804656982
0.0121511895087;0.00129251219833;150.999984741;379.35760498
0.0134679401209;0.00141600150337;150.999991787;400.659057617
0.0148570421575;0.00154373159157;151.0;421.713378906
0.0162406997512;0.00166889278737;151.0;442.524810791
0.0177073934367;0.0017907885496;151.0;463.097442627
1.29971405717e-05;7.47916998942e-06;175.99571228;0.999909455293
0.000396106304928;6.52410561312e-05;175.999832153;25.9388637543
0.000850844002195;0.000130962524244;175.999908447;50.7647590637
0.00138801995077;0.000203152830304;175.999938965;75.4774780273
0.00195943018653;0.000275462699844;175.999954224;100.076713562
0.00261286562443;0.000355573718605;175.999969482;124.561943054
0.00331499332981;0.000437083917228;175.999969482;148.932296753
0.00406575761135;0.000521914367461;175.999969482;173.186386108
0.00487235556927;0.000610675573851;175.999984741;197.322021484
0.00572127382765;0.000698688564242;175.999984741;221.335632324
0.00662675521011;0.000790020519291;175.999984741;245.220840454
0.00759509052234;0.000889870189612;175.999984741;268.964538574
0.00861235272387;0.000989779380995;175.999984741;292.528411865
0.00975831480422;0.00109806020505;175.999984741;315.525695801
0.0110420980409;0.00121893239805;175.999984741;337.972961426
0.0123893642932;0.00135755452906;175.999984741;360.190032959
0.013801922888;0.00148957488061;175.999984741;382.180389404
0.0152678706176;0.00162653124393;175.999984741;403.94744873
0.016778155525;0.00176570155313;175.999984741;425.494567871
0.0183412276832;0.00192777178957;175.999984741;446.825012207
0.0199486788578;0.00203515242645;175.999984741;467.942016602
1.56279022909e-05;9.03611634466e-06;200.994598389;0.999920892311
0.000470525902442;7.78740996847e-05;200.999786377;25.9464511871
0.00100105039356;0.000155002553858;200.999893188;50.7938995361
0.00161975712475;0.000239724646008;200.999923706;75.5420684814
0.00229331602037;0.000327105475558;200.999940256;100.190620422
0.00302303273121;0.000417001985463;200.999954224;124.738990784
0.00381886877953;0.000509869875797;200.999969482;149.186309814
0.00466703843008;0.000607293497561;200.999969482;173.531280518
0.00558086778576;0.000707266907081;200.999969482;197.771835327
0.00654034472166;0.00081023355825;200.999969482;221.904678345
0.00755703328322;0.000912704926207;200.999984741;245.923950195
0.00863288862703;0.00101897372657;200.999984741;269.8175354
0.00977244158869;0.00113774481141;200.999984741;293.549163818
0.0110646540151;0.00125467522079;200.999984741;316.750823975
0.0124663939188;0.00139577928669;200.999984741;339.489746094
0.0139467135527;0.00154559010894;200.999984741;362.022460938
0.0154960924322;0.00168487797796;200.999984741;384.351806641
0.0171008753807;0.00184117999042;200.999984741;406.480438232
0.0187701647553;0.00199095252857;200.999984741;428.41104126
0.0205019679853;0.00216658475827;200.999984741;450.146209717
0.0222671015582;0.0023115614399;200.999984741;471.68850708
1.83077334047e-05;1.06957236985e-05;225.993362427;0.999929561282
0.000547836518914;9.11358244729e-05;225.999740601;25.9523639679
0.00116740937493;0.000182211218091;225.999862671;50.8166160583
0.00186152614698;0.000278263186766;225.999908447;75.5924530029
0.00261402979346;0.000374856985805;225.999938965;100.279510498
0.00345135475423;0.000481097668833;225.999954224;124.877220154
